emp_no,first_name,second_name,department,wage,project_completion_rate
1686,Roy,Graham,Research,1652.62,62.73153344915547
1687,Mark,Christensen,Testing,35357.97,41.824435649323775
1688,Sarah,Smith,Sales,62571.55,44.835334650791545
1689,Latoya,Edwards,Sales,67736.45,45.56912544318953
1690,Jose,Miller,Testing,20826.5,59.22604306086514
1691,Kenneth,Hamilton,Research,39127.72,49.18339996066527
1692,Matthew,Holland,Testing,477.77,59.96424393697616
1693,Taylor,Coffey,Sales,9369.68,51.10688570237688
1694,Lisa,Reed,Research,89150.74,54.35240963406984
1695,Steven,Howard,Research,20902.62,53.22948305984876
1696,Kenneth,Daniel,Testing,24582.34,61.87329895420475
1697,John,Heath,Testing,63682.61,34.92387252233409
1698,Andrew,Perry,IT,72014.99,62.4643314895446
1699,Miss,Susan,IT,14970.74,52.945033698170924
1700,Marcus,Ramos,Sales,58079.46,57.12365001853355
1701,Randy,Alvarez,Testing,54056.53,47.13058801390011
1702,David,Nichols,HR,15211.98,43.19566699265037
1703,Dawn,Thomas,HR,61918.97,32.50031931393049
1704,Christopher,Sims,Testing,80558.01,40.725320796477405
1705,Abigail,Johnson,Testing,28575.29,51.52793718072714
1706,Jamie,Young,Research,20286.06,60.61685821153101
1707,Joseph,White,Research,54418.19,34.806084881914444
1708,Dustin,Norman,IT,31266.4,41.438373505526876
1709,Maria,Walls,Research,98149.84,50.6861197805036
1710,Timothy,Cummings,Testing,18624.64,44.94737997278842
1711,Dr.,Brad,IT,71344.08,50.68633318875834
1712,Molly,Russell,Research,72864.83,52.254515082629794
1713,Megan,Rodriguez,IT,10276.59,34.44491800992912
1714,Glenn,Webster,Research,53327.67,53.32583836632841
1715,Melinda,Waller,Sales,79771.96,36.726496464222734
1716,Susan,Pope,HR,58164.91,49.97102909848715
1717,Tiffany,Griffin,HR,88744.19,50.12549052140345
1718,Debra,Mclaughlin,HR,4949.38,60.24324948678088
1719,Gerald,Anderson,Research,80891.12,51.25644014597195
1720,Craig,Johnson,HR,32547.96,58.7080043898782
1721,Marissa,Hanson,Sales,1165.95,55.85074999738422
1722,Antonio,Hammond,Testing,92616.22,57.86560288541874
1723,Michelle,Carter,Research,92758.08,48.306543533628684
1724,Elizabeth,Hoffman,Sales,45841.53,49.39700294638085
1725,Samuel,Cole,Research,33346.27,68.77796553840135
1726,Dr.,Leslie,Research,39096.5,47.60002231360808
1727,Krystal,Hoffman,IT,28763.1,58.32650754798877
1728,Miranda,Brown,IT,67396.64,38.46118433990712
1729,Jennifer,Young,HR,6214.09,49.350989710538876
1730,Monica,Gonzalez,Research,2760.62,53.587763130255105
1731,David,Norman,Sales,25742.49,43.28824593616363
1732,Daniel,Thompson,Research,9131.52,53.991076668041096
1733,Laura,Vargas,Research,7095.73,57.75688602982002
1734,Austin,Sanchez,Testing,8268.17,47.13478771497505
1735,Thomas,Martin,Testing,59244.39,70.5812717809778
1736,Fernando,Hampton,Research,35588.59,48.17486343227598
1737,Robert,Johnson,Testing,87514.75,56.252464984417145
1738,James,Rodriguez,Testing,16172.36,67.55813234068104
1739,Erica,Newman,HR,45363.42,41.80983180787129
1740,Warren,Ramirez,Sales,5700.82,53.80697044787177
1741,Amanda,Thomas,HR,49208.61,50.592930653572765
1742,Lori,Rasmussen,Sales,31177.13,51.55490590077065
1743,Bethany,Hernandez,IT,4567.38,49.93148408943762
1744,John,Lee,HR,2674.8,50.4278730165736
1745,Evan,Butler,Testing,95400.4,55.4502389836784
1746,Christopher,Thompson,IT,20041.6,60.09617936018286
1747,Matthew,Marshall,IT,16626.52,58.73879832240824
1748,Ashley,Miller,Sales,71976.77,49.26955918374108
1749,Gary,Williams,HR,8533.23,47.96304941477679
1750,James,Graham,IT,18238.38,61.47433035981461
1751,Laura,Gutierrez,IT,31969.13,39.9670454484188
1752,Warren,Parker,Testing,92105.85,58.57896802040622
1753,Nicole,Richard,Sales,80768.09,61.83173588397395
1754,Brian,Martinez,IT,17433.47,52.91509075736639
1755,Sarah,Brown,HR,48189.65,54.94743499966683
1756,Kevin,Pearson,Sales,1877.05,42.69850079805885
1757,Chelsea,Sanders,Research,94889.34,53.30607583433067
1758,Matthew,Aguilar,IT,29462.42,41.35590342234045
1759,David,Ellison,IT,78317.43,58.49038139518696
1760,Daniel,Price,HR,14776.76,64.13153572175594
1761,Mr.,Tyler,HR,31640.83,49.44264009832549
1762,Robert,Williams,Sales,85276.39,42.305784185190326
1763,Jennifer,Howell,Testing,79418.68,69.38027251673225
1764,Mary,Donovan,HR,29673.16,54.11486976372449
1765,Kimberly,King,Sales,99461.82,40.693649797025735
1766,Stephanie,Lucas,Sales,83333.87,42.380906334710524
1767,Linda,Hickman,Testing,2219.0,52.26349475718703
1768,Mariah,Horne,Sales,87299.46,59.269789023985005
1769,Nicole,Martinez,HR,28661.92,47.643081466243196
1770,Brandon,Brown,Research,71912.41,67.11107491459467
1771,Eric,Perez,Sales,71959.55,55.452883803165555
1772,Joann,Moore,IT,9271.03,51.72491188015903
1773,Maria,Hansen,Research,85318.73,57.79739333300644
1774,Paige,Little,HR,74483.14,38.22473879607323
1775,Paul,Gonzalez,Testing,7204.11,43.162027102219746
1776,Dana,Marshall,Sales,45858.6,72.00873679299252
1777,Thomas,Peters,HR,40427.94,37.66271041663144
1778,Michael,Yates,HR,82074.89,45.05881585233267
1779,Rhonda,Bean,HR,69491.83,46.27877615894561
1780,Steven,Taylor,HR,13168.05,29.371872807441093
1781,Ronald,Moore,HR,75833.95,51.83976988988753
1782,Nichole,Porter,IT,2872.01,69.94449034840952
1783,Jasmine,Contreras,HR,84642.59,52.1091755898475
1784,Heather,Lee,IT,4141.36,53.3087651853247
1785,Charles,Richard,Research,58903.08,51.99293385947836
1786,David,Huynh,Sales,1675.11,46.37955058156678
1787,Brandon,Green,Testing,19599.38,39.21501025897441
1788,Matthew,Hood,HR,20441.95,48.95760719751097
1789,David,Frye,Sales,36734.58,37.691561558445045
1790,Curtis,Patton,Testing,35812.91,43.33766102929848
1791,Brian,Jordan,Research,16211.02,35.97360584250633
1792,Kaitlyn,Braun,Research,40661.06,52.41332358089969
1793,Sandra,Garcia,HR,29665.82,52.87069341671859
1794,Michelle,Farrell,Research,39860.28,37.883967994076116
1795,Marcus,Burch,Sales,82633.94,53.6100042346133
1796,Katrina,Johnson,HR,4585.62,67.04029258913756
1797,Scott,Beck,HR,97698.54,59.57692138009946
1798,Jared,Wilson,HR,15355.52,57.84998855121507
1799,Ryan,Jenkins,Research,41222.43,53.185976641397204
1800,Robert,Smith,Testing,40761.93,46.97611892685989
1801,Jeffrey,White,Sales,50436.02,26.03831264941128
1802,Michael,Harvey,Testing,73235.74,55.181039663973486
1803,Cheryl,Gross,Testing,97857.63,42.40799618084847
1804,Eric,Johnson,Research,63588.77,32.65031185877114
1805,James,Nichols,HR,38209.0,59.874762745801256
1806,Amanda,Durham,Testing,44749.52,47.95280051084095
1807,Mitchell,Norton,Sales,55906.87,56.963002749158505
1808,George,Ferguson,HR,48138.6,50.04030861924025
1809,Christopher,Reid,Testing,96913.75,41.52054112837941
1810,Tammy,Lester,Testing,61987.66,47.92453727720502
1811,Sandra,Collins,IT,35140.77,45.257614074194265
1812,Timothy,Kent,Testing,97083.95,60.205520467289716
1813,Clarence,Long,Testing,28494.32,39.893389259270066
1814,Nathan,Kim,HR,95654.84,49.456884443383515
1815,Brian,Franco,HR,44397.65,44.06259897975331
1816,Shannon,Baird,Testing,15982.3,54.704964646757425
1817,Jessica,Wells,Testing,96900.09,56.71575091174874
1818,Terry,Robertson,IT,43686.84,42.57089545527648
1819,William,Rubio,Testing,63919.74,40.327029214940346
1820,Christopher,Wood,IT,53595.06,47.796371652095324
1821,Mrs.,Pamela,Testing,19294.09,48.03326894402361
1822,Mrs.,Heather,Testing,7754.21,54.543946896937626
1823,Dominic,Myers,IT,64830.13,47.52112820230884
1824,Jose,Rice,Sales,99449.93,74.21012906839647
1825,Kristen,Benson,Testing,85694.34,55.11394375841532
1826,Catherine,Massey,Testing,9453.96,34.45522665666298
1827,Melissa,Simmons,Sales,88908.01,59.61015031314763
1828,Wesley,Hill,Sales,64577.34,55.32108530198474
1829,David,Pollard,Research,37264.11,63.26491759000365
1830,Denise,Davis,Sales,6434.23,59.04701846998722
1831,Darren,Montoya,Testing,23126.65,41.176559545942666
1832,Larry,Williams,Testing,81235.29,35.123607410917444
1833,Denise,Peters,Testing,74309.84,41.096634805058414
1834,Eric,Hughes,Testing,41710.57,56.84980680157945
1835,Anne,Welch,IT,21979.26,42.97086129642084
1836,Cindy,Gray,Research,33651.82,53.635968583610875
1837,Melanie,Williams,HR,2274.47,42.503724490335
1838,Lisa,Nash,Testing,16884.62,51.07263291737235
1839,Michele,Odonnell,Sales,64313.74,41.83177403443047
1840,David,Sherman,Sales,24957.03,64.68467049245166
1841,Lisa,Fuller,Sales,64551.9,51.56592632555291
1842,Tamara,Farrell,IT,48970.99,62.046437792774825
1843,Michelle,Stewart,Testing,59121.8,30.39303887995495
1844,Michael,Gonzalez,HR,65955.78,45.08746551451866
1845,Karen,Morgan,Testing,71043.87,44.80626208617929
1846,Maria,Hogan,IT,1566.09,55.54341815760275
1847,Brianna,Walker,Testing,87212.0,60.896164245830384
1848,William,Padilla,Research,40044.41,42.503838147497895
1849,Mr.,Christopher,Testing,57275.54,29.098419149242023
1850,Jerome,Burton,HR,75611.61,40.60678564708894
1851,Veronica,Choi,Sales,18259.94,49.15671399494881
1852,Ashley,Murray,Research,20079.74,38.4136060481886
1853,Brandon,Mercado,Sales,47623.17,38.057243898365485
1854,Alexander,Harper,IT,9107.05,56.19794467549649
1855,Jason,Sharp,IT,30706.84,54.7412588732937
1856,Michael,Moran,HR,37677.59,50.58133537341888
1857,Nicole,Heath,IT,17057.25,57.649905094450766
1858,Kevin,Harvey,Sales,55614.3,55.9564905552178
1859,Joseph,Reed,IT,75842.93,63.641256437002426
1860,Christopher,Smith,IT,74937.6,72.47309793000792
1861,Tim,Bowman,IT,16687.81,43.17620248764443
1862,Joseph,Jones,Research,93080.46,47.412054526825784
1863,Steven,Burgess,HR,22815.84,52.98414963081794
1864,Danielle,Anderson,Sales,77531.73,37.6732949416787
1865,Chad,Villarreal,Research,69079.22,58.19393623083187
1866,Alexandra,Hayes,Testing,3430.01,59.100589295439455
1867,Dawn,Best,Testing,25256.15,53.024738621585485
1868,Kelly,Dunn,Testing,36093.52,30.83431658054685
1869,Andrew,Curtis,Testing,99057.17,55.23354939011999
1870,Mark,Hall,Testing,72587.9,53.19237505912492
1871,Robert,Gordon,IT,55959.26,20.3924180590939
1872,Melissa,Avila,Research,48710.95,45.05880737820168
1873,David,Li,Research,42282.03,48.37132777629639
1874,James,Anderson,Testing,23663.41,42.88409608640943
1875,Gary,Jackson,HR,59245.6,57.42515928618177
1876,Daniel,Colon,Testing,89696.04,58.39794996511486
1877,Nicole,Myers,IT,1964.69,66.41826376286812
1878,Derek,Bryant,Sales,91958.48,48.928141015231354
1879,Christopher,Medina,IT,62018.21,50.93364726840281
1880,Adam,Martin,HR,27058.87,48.874229339853976
1881,Rachel,Wood,Testing,34102.43,54.841609244024696
1882,Christopher,Gay,Testing,69002.96,53.790196592364644
1883,Sandra,Johnson,Research,94917.31,67.53199323532056
1884,Traci,Williams,HR,61462.88,56.10260207655984
1885,Kim,Jensen,HR,32313.85,52.653810349512035
1886,Courtney,Hanson,Testing,81986.73,48.84812747539011
1887,Jamie,Spencer,IT,921.41,67.95462370205168
1888,Anthony,Harris,HR,71791.76,60.47332115889762
1889,Holly,Miller,Testing,49183.61,67.1409777137537
1890,Michael,Wright,IT,21416.46,53.09412952095186
1891,Casey,Green,Sales,43578.31,37.42601283184623
1892,Dennis,Conley,HR,49352.39,47.993700900989666
1893,Nicholas,Salazar,IT,28460.24,60.377602981859326
1894,Stephen,Todd,Sales,93352.76,68.90682700774332
1895,Andre,Johnson,Sales,7652.25,36.14115616389709
1896,Jason,Marquez,HR,14238.32,64.58581241245105
1897,Stephanie,Carpenter,Testing,46441.95,40.29071865298813
1898,Jason,Jackson,HR,64551.38,26.545938130824318
1899,Paige,Miller,Sales,41136.01,42.2070526672305
1900,Kevin,Green,Testing,87047.9,57.583056730009666
1901,Tracey,Hughes,HR,19881.73,33.273525706629016
1902,Julie,Bean,Testing,42539.58,46.51917769404899
1903,Kimberly,Morrison,HR,17279.61,36.71211951961066
1904,Francisco,Larsen,Sales,10719.83,52.277635097215395
1905,Joshua,Morrow,Testing,79255.64,48.29937560100459
1906,Stephanie,Lewis,Research,44352.63,40.21385111645127
1907,Crystal,Brooks,HR,6514.3,56.46970745476096
1908,Mrs.,Veronica,Research,72986.11,51.673750414765905
1909,Jeffrey,Rhodes,Sales,37822.87,44.32848225453689
1910,Alan,Romero,HR,20442.2,47.96924595381158
1911,Cindy,Middleton,HR,5048.69,42.71269525020081
1912,Lydia,Jackson,IT,25464.18,54.56371897754495
1913,Yesenia,Wilson,Testing,20088.07,55.623535980490814
1914,Hannah,Price,Testing,69165.6,54.10846163765791
1915,Chelsea,Morales,Research,80958.24,43.53596107150675
1916,Sara,Moreno,Sales,79915.34,46.2152813592626
1917,Amber,Robinson,IT,66128.75,42.60429289544008
1918,Angela,Anderson,IT,16479.51,62.53623220670206
1919,Samantha,Lopez,IT,55483.56,39.31212012198345
1920,Alexis,Garrett,Sales,62876.23,39.75581976600242
1921,Jennifer,Ferrell,Sales,9723.83,56.515521481490104
1922,Garrett,Torres,HR,85029.15,53.49152763071022
1923,Benjamin,Quinn,Sales,68261.99,62.893783739931564
1924,Jesse,Santiago,Sales,25377.23,51.150688334798915
1925,Thomas,Atkins,Testing,56309.35,40.96010214782795
1926,Nicole,Sanchez,Testing,517.39,51.42628511964167
1927,Matthew,Baker,IT,64380.28,50.510658415563725
1928,Peter,Caldwell,Testing,14892.25,52.69704491228167
1929,Cameron,Brown,IT,42293.16,52.83739857741372
1930,Troy,Wagner,HR,93758.59,45.27445681501909
1931,Ashley,Lin,Testing,82691.07,54.261098360313845
1932,Phillip,Neal,IT,22951.25,56.766641993697995
1933,Larry,Gonzales,HR,10732.14,53.462517270274745
1934,David,Ramos,Sales,23903.88,60.25677318182593
1935,Stuart,Nguyen,HR,7461.27,60.58867885272748
1936,Cody,Ware,HR,52963.98,44.05510757376177
1937,Lisa,Harris,Sales,75818.8,44.059216996911225
1938,Gary,Rice,Testing,77956.01,50.77028076238143
1939,Mrs.,Kathy,Research,31227.75,48.02222645925689
1940,Joshua,Ball,Sales,82264.75,40.62728485287075
1941,Cynthia,Morton,HR,16759.77,61.34487544078023
1942,Eric,Barrett,Sales,22980.38,62.02454298194833
1943,Richard,Clark,Sales,36553.73,53.24093010417775
1944,Travis,Johnson,Sales,39567.27,48.85361704709829
1945,Gregory,Johnson,HR,42539.91,41.05274018198645
1946,Christine,Gomez,IT,64793.5,33.68616930963816
1947,Amanda,Fitzgerald,Research,84771.53,43.94583497054405
1948,John,Williams,Sales,54283.71,45.8178533386522
1949,Pamela,Wallace,Sales,7747.93,47.98904221233028
1950,Anthony,Murphy,Testing,72219.65,63.56571556975803
1951,Michelle,Lucas,Testing,93768.95,50.689198354885974
1952,Nicole,Alexander,IT,55216.69,51.78307583764767
1953,Gregory,Holmes,Testing,3760.56,62.79660372313049
1954,Daniel,Wise,Testing,66291.64,49.73565492107514
1955,Jennifer,White,Testing,21123.28,55.74891442322833
1956,Albert,West,Research,84440.32,55.78752458674811
1957,Dustin,Erickson,HR,29970.82,35.86447352354891
1958,Kayla,Steele,HR,63269.66,51.989519008496764
1959,Jennifer,Cohen,HR,5857.02,61.16963862907991
1960,Dave,Silva,Testing,88664.15,41.941805141243165
1961,Monica,Bell,Research,2822.06,69.33839952856084
1962,Michael,Fields,Sales,96384.16,53.94582144590606
1963,James,Lewis,Sales,96989.67,49.913472267290736
1964,Brandon,Copeland,HR,20999.6,36.31434942551229
1965,Andrea,Donaldson,Sales,92320.78,47.94051382241585
1966,Calvin,Schultz,Sales,54074.29,58.04208852261847
1967,Michael,Kennedy,IT,62578.93,48.33885073014552
1968,David,Clarke,Testing,8197.91,53.35282233943051
1969,Carrie,Murphy,IT,18714.44,60.702765006237804
1970,Heather,Vang,Testing,21120.95,62.29127882046095
1971,Travis,Reeves,Sales,97862.74,60.47913463762445
1972,Matthew,Barnett,Testing,11324.92,56.23781443207363
1973,Alexander,Roberts,Testing,51715.72,58.52124585405974
1974,Michael,Newman,Sales,3032.21,49.22610567601616
1975,Philip,Freeman,IT,5834.35,63.21468862760734
1976,Michael,Walker,Research,54754.48,54.79890613037516
1977,Wendy,Bryant,Sales,70270.43,46.226169805775825
1978,Mr.,Alexander,HR,20648.89,45.610004386138584
1979,Tony,Yates,Research,77696.18,56.88782757068429
1980,David,Jones,Testing,74328.92,48.90590083715783
1981,Kyle,Sims,HR,34053.17,66.79953294285923
1982,Steven,Buchanan,Sales,3190.06,54.388408913669195
1983,Melissa,Walker,Testing,88440.55,54.54126709370351
1984,Terry,Anderson,HR,17474.83,55.45563288774451
1985,Larry,Arnold,Testing,28589.44,58.32226337361354
1986,Harry,Sanchez,Sales,60500.22,62.80811148938842
1987,Justin,Powell,HR,36358.01,54.79108944346853
1988,Bethany,Melton,Testing,21084.68,64.44739067335352
1989,Douglas,Chavez,Research,13228.22,49.28708554492772
1990,Jonathan,Bailey,Research,59451.97,48.015606557009114
1991,Miguel,Caldwell,HR,15051.66,37.79379637935226
1992,Steven,Gross,HR,56205.82,34.8866470248697
1993,Samuel,Thompson,IT,8593.37,64.17799679173754
1994,Lauren,Holland,Sales,44726.48,53.646373460453546
1995,Jessica,Jones,IT,36664.76,41.66610835403053
1996,Raymond,Castro,Testing,34213.45,54.58767835550022
1997,Roger,Gilbert,Testing,77015.94,55.56249662615505
1998,Nancy,Carey,Research,90043.62,53.915196990656824
1999,Mark,Clark,IT,38873.54,49.240453592769214
2000,Laurie,Cortez,Testing,9952.01,59.803289392356724
2001,Raymond,Powers,HR,63173.23,58.63936832778261
2002,Laura,Wright,Testing,15374.24,43.22940608286876
2003,Robert,Marks,HR,98394.43,53.30793809640415
2004,Anne,Baker,IT,31870.11,37.00917916841908
2005,Jessica,Floyd,Sales,47794.2,69.07431967154886
2006,Dr.,Kenneth,Testing,19359.21,48.34967019898432
2007,Richard,Vasquez,Sales,84695.22,49.11615713664942
2008,Charles,Medina,IT,65372.64,47.58890748888836
2009,Timothy,Garcia,Sales,65155.1,57.89259521832088
2010,Brandy,Campos,Research,53206.29,48.193203719042366
2011,Cynthia,Ortega,IT,2432.6,42.86412716349224
2012,Jeremy,Brown,HR,68685.72,44.000109414270554
2013,Joseph,Hamilton,Testing,90197.27,56.01569812614807
2014,Robert,Walker,Sales,38938.79,41.699615253892745
2015,Jacob,Bryan,HR,3225.63,73.53351848844324
2016,Laura,Lin,IT,26301.42,43.21563380156204
2017,Sarah,Bryant,Research,45446.16,63.74884665446188
2018,John,Stewart,Testing,78635.78,36.63486821809121
2019,Shawn,Jarvis,Testing,57128.5,64.5580609461986
2020,Angela,Flores,Sales,41410.34,58.58095802998771
2021,Colleen,Romero,Sales,8295.51,45.71439731938446
2022,Kylie,Clark,HR,52002.56,64.61501442029343
2023,Steven,Gilbert,Testing,21165.34,74.95593263227143
2024,Christopher,Obrien,IT,35116.74,66.28626659279044
2025,John,Garcia,Sales,35909.66,60.90435784536461
2026,Rebecca,Miller,Sales,48033.61,56.8852720282288
2027,Aimee,Wallace,Sales,63089.39,49.97010017516923
2028,Mrs.,Kayla,Research,13848.93,52.920220658019026
2029,Stacy,Ryan,HR,36351.6,42.23970593077004
2030,Jasmine,Winters,IT,95681.83,43.258387465640915
2031,Brandon,Fisher,Sales,37823.9,47.21781978840964
2032,Chad,Carney,Sales,11672.6,41.79931220320749
2033,Joel,Smith,Sales,76328.51,48.04794043044073
2034,Michael,Scott,IT,28839.38,53.733084978316406
2035,Heather,Freeman,Research,92025.6,40.75542509396595
2036,Kimberly,Odom,Research,10585.22,42.22778412167788
2037,Jennifer,Long,HR,85692.44,40.61288812457975
2038,Preston,Tran,Research,14880.16,45.87602766031947
2039,Michael,Friedman,Research,94192.03,55.36078340723871
2040,Patricia,Mcmahon,IT,12239.6,63.46212927219097
2041,Tina,Burns,Sales,28344.28,29.81522063952662
2042,Brian,Carlson,Research,76116.25,39.23833551867746
2043,Charles,Stone,Research,87724.91,40.367560757180456
2044,Abigail,Vincent,Sales,16443.23,44.166896591933636
2045,Michele,Terry,Testing,33532.71,48.14370605675702
2046,Henry,Lucas,IT,9907.1,69.49665038189434
2047,Marie,Johnson,HR,89957.65,49.295419664346625
2048,Robert,Mitchell,IT,10761.91,54.14148193616572
2049,Jeremy,Campbell,IT,65805.11,44.96179071078574
2050,Valerie,Wilkerson,Research,51558.43,35.71818916417335
2051,Brian,Stafford,HR,28398.69,46.12269583382162
2052,Mary,Thomas,Testing,58353.77,30.473677044393682
2053,Patricia,Sparks,Sales,95925.83,46.065141167982816
2054,Roberta,Jackson,Testing,3488.98,60.17210861021136
2055,Kara,Morrison,Sales,57498.79,57.60057014064172
2056,Isaac,Bernard,IT,53345.3,56.04036305688966
2057,Ashley,Lawrence,Research,63546.47,44.04283160855205
2058,David,Baker,Research,71336.27,48.760982436516116
2059,John,Aguilar,Research,11967.25,35.791367376188475
2060,William,Martin,Research,6207.06,37.01874172635962
2061,Pamela,Berg,Research,77181.36,45.4530606299581
2062,Janet,Kerr,Research,22950.62,56.441352237055916
2063,Cory,Taylor,HR,41299.35,51.647622292338276
2064,April,Humphrey,HR,19907.13,64.81660522249263
2065,Kevin,Gibson,Sales,54861.25,48.059787774910106
2066,Timothy,Johnson,HR,84961.44,29.751681475309695
2067,Barbara,Williams,IT,1910.96,47.3881874171078
2068,Francisco,Chambers,Research,55045.31,52.71231174794499
2069,Adam,Smith,Research,37597.93,40.794138404454486
2070,Jennifer,Luna,Testing,77385.27,45.69950234092249
2071,Amanda,Jones,Research,54630.63,50.658506510865564
2072,Stephanie,Hess,Sales,11050.6,54.79515615282205
2073,Jeffery,George,HR,51304.51,49.72743559912039
2074,Sarah,Brown,HR,22833.5,46.21422506028718
2075,Dale,Williamson,HR,62572.84,57.30653361141792
2076,Grace,Garcia,Sales,13027.79,36.46659405887603
2077,Donald,Roy,Sales,98549.59,58.83679113660221
2078,John,Horn,Testing,41342.97,41.47515378702822
2079,Jennifer,Buchanan,IT,37049.96,52.331090850436624
2080,Bryan,Snow,Sales,42428.89,53.55846200636873
2081,Justin,Bailey,Sales,74607.3,62.16876549688842
2082,Katherine,Short,Testing,49498.56,54.018996498376666
2083,Erin,Avila,HR,32058.51,57.74683470163309
2084,John,Mcclure,IT,80598.13,46.25082321206918
2085,Donna,Lopez,Research,37977.96,41.59549601155146
2086,Marco,Pena,IT,93381.67,50.94230865798945
2087,Tracy,Wall,Testing,77573.64,63.57752804281535
2088,Julie,Young,Testing,22490.66,57.08269421018517
2089,Brianna,Morrow,Research,88943.63,56.558958881998606
2090,Sharon,Munoz,HR,30377.11,57.23497644672862
2091,Miguel,Henry,Research,90366.36,51.67976499567892
2092,Judy,Potter,HR,41121.62,33.27700756048426
2093,Christie,Weber,HR,52715.45,52.246751668993724
2094,Angela,Rogers,Testing,80217.87,47.91393620169657
2095,Michael,Walker,Research,58173.34,67.10735328066282
2096,John,Garcia,HR,56311.01,59.9486910110219
2097,Thomas,Wagner,Sales,56222.69,72.45083446282271
2098,Kaitlyn,Powell,Testing,63623.3,47.45522833364881
2099,Steven,Ramos,Sales,7408.36,58.671776695336824
2100,William,Smith,IT,30117.38,51.12782803852734
2101,Christopher,West,Research,99297.95,36.4250461440632
2102,Raymond,Bradley,Sales,93157.36,49.59718255024206
2103,Eric,Lin,HR,42955.2,54.011772569979655
2104,Eric,Smith,Testing,16270.83,63.11389570496815
2105,Heather,Miller,Sales,39470.9,38.23494294601035
2106,Gregory,Sherman,HR,82509.91,66.4618998779172
2107,Michael,Holt,Testing,28836.25,45.84824034549179
2108,Desiree,Cummings,Research,94264.82,58.6866234979684
2109,Matthew,Williams,Sales,34304.89,32.71997802685665
2110,Daniel,Holland,Testing,40340.8,66.79643983201994
2111,Carrie,Rowland,IT,12826.43,41.9197938890338
2112,Michael,Smith,HR,90050.57,37.12466472127069
2113,Rachel,Valenzuela,Testing,58154.48,46.39301928895377
2114,Rebekah,Simpson,Research,30350.25,58.55635695163551
2115,Michael,Randolph,HR,3329.14,37.92302383170903
2116,Jared,Freeman,IT,13676.69,40.24351736309352
2117,Mr.,Michael,HR,84624.6,42.313182310549465
2118,Sean,Carr,HR,37268.93,36.601359748024564
2119,Nathaniel,Griffith,Sales,70508.35,62.679549787183895
2120,Elizabeth,Moore,Research,80524.85,52.87785444423007
2121,Sabrina,Zavala,IT,18889.54,46.6107149582865
2122,Jennifer,Daniels,Sales,23528.19,72.91265866083253
2123,Emily,Alvarado,Sales,56246.18,59.88982640923564
2124,Alisha,Holloway,Research,15587.13,51.677017370626864
2125,Chelsea,Frank,IT,77589.76,29.013161813009404
2126,Wanda,Nelson,Research,52405.79,61.62558201873389
2127,Andrew,Jones,Research,55519.48,35.493608116318725
2128,Brittney,Francis,Sales,41666.71,39.66809432786537
2129,Tracy,Perez,Research,84312.71,61.98373875699272
2130,Alan,Miller,HR,53995.48,33.80659457974296
2131,Matthew,Wilson,IT,84452.83,44.35859187458527
2132,Alyssa,Pratt,HR,83537.24,55.52561309184508
2133,Jessica,Smith,IT,61653.48,51.10044013831799
2134,David,Lowe,Research,81342.34,46.01541788331338
2135,Jeffery,Hampton,IT,505.22,44.414881721564
2136,Corey,Walker,HR,14801.63,46.24307867600659
2137,Scott,Torres,HR,46456.82,44.398212630414825
2138,Vincent,Johnston,Research,33717.37,49.99250255564317
2139,Sheila,Ramirez,IT,48678.84,47.01930543349021
2140,Scott,Price,Testing,56266.2,63.25580978299561
2141,Curtis,Hayes,Testing,69590.26,59.1767975998451
2142,Spencer,Moore,Sales,45565.2,70.36659709909715
2143,Justin,Esparza,Sales,42037.07,40.89656818285256
2144,Victoria,Douglas,IT,35251.21,63.593167130689245
2145,Randall,Robinson,HR,81732.96,29.752160996457846
2146,Kelli,Mason,Sales,94008.74,65.19369652651022
2147,Jermaine,Russo,Sales,75476.04,43.757468120038695
2148,Desiree,Ray,IT,77531.21,47.755882011070845
2149,Melissa,Smith,Research,83232.34,45.96501462785021
2150,Danielle,Green,HR,6599.61,71.83983485527968
2151,Cheryl,Ross,Sales,61461.93,37.05018510909777
2152,Erik,Mayer,IT,98626.32,35.04375541000118
2153,Steven,Barton,Sales,52008.46,37.36792301429122
2154,Brian,Clayton,Research,7154.39,66.71896791478058
2155,Louis,Moon,IT,4466.54,42.81609620114679
2156,Paul,Hoffman,HR,12214.1,54.86152346345258
2157,Terrence,Cortez,IT,65879.81,46.304387610814544
2158,David,Hernandez,Testing,70040.21,49.94001023879503
2159,Brandon,Lucas,Research,98696.81,59.74453490161815
2160,Lauren,Parrish,Testing,71952.06,50.678125832297475
2161,Jasmin,Wiggins,Research,59252.37,59.48577273959294
2162,Destiny,Vazquez,Sales,14020.06,46.67023538239651
2163,Timothy,Smith,Testing,11789.48,43.88953113504456
2164,David,Hill,IT,60001.63,46.5173051419836
2165,George,Kent,Testing,61038.92,39.64464759257432
2166,Stephanie,Gross,Sales,18047.28,54.62954033561819
2167,William,Brown,Testing,55591.55,55.46302254266689
2168,Ryan,Hamilton,Sales,95522.45,49.328535530793175
2169,Lisa,Johnson,Testing,54620.52,58.57141969222686
2170,Stacey,Lamb,Sales,16220.06,39.58810500176911
2171,David,Barnes,HR,57168.09,42.12590368320854
2172,Bonnie,Green,IT,20199.7,53.18206634916115
2173,Robert,Mills,HR,21746.14,57.4401800679939
